"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MEX","Mexico","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MEX","Mexico","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","NZL","New Zealand","2011","2011",64,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","NZL","New Zealand","2012","2012",91.7,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","NZL","New Zealand","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","NZL","New Zealand","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","NZL","New Zealand","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","NZL","New Zealand","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","NZL","New Zealand","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","POL","Poland","2011","2011",45.1,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","POL","Poland","2014","2014",81.3,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","POL","Poland","2015","2015",92.9,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","POL","Poland","2016","2016",86,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","POL","Poland","2017","2017",92.3,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PRT","Portugal","2011","2011",90,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PRT","Portugal","2012","2012",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PRT","Portugal","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PRT","Portugal","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PRT","Portugal","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PRT","Portugal","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PRT","Portugal","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BLR","Belarus","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BOL","Bolivia (Plurinational State of)","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BOL","Bolivia (Plurinational State of)","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BOL","Bolivia (Plurinational State of)","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BOL","Bolivia (Plurinational State of)","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BIH","Bosnia and Herzegovina","2014","2014",95.8,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BIH","Bosnia and Herzegovina","2015","2015",92.9,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BIH","Bosnia and Herzegovina","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BIH","Bosnia and Herzegovina","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BFA","Burkina Faso","2012","2012",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BFA","Burkina Faso","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BFA","Burkina Faso","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","BFA","Burkina Faso","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","COL","Colombia","2011","2011",77.8,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","COL","Colombia","2012","2012",44.8,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","COL","Colombia","2013","2013",76.9,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","COL","Colombia","2014","2014",95.1,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","COL","Colombia","2015","2015",98.2,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","COL","Colombia","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","COL","Colombia","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CRI","Costa Rica","2011","2011",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CRI","Costa Rica","2012","2012",66.7,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CRI","Costa Rica","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CRI","Costa Rica","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CRI","Costa Rica","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CRI","Costa Rica","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CRI","Costa Rica","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CYP","Cyprus","2011","2011",33.3,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CYP","Cyprus","2012","2012",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CYP","Cyprus","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CYP","Cyprus","2015","2015",75,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CYP","Cyprus","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","CYP","Cyprus","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","DOM","Dominican Republic","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","DOM","Dominican Republic","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","DOM","Dominican Republic","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","DOM","Dominican Republic","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","GEO","Georgia","2011","2011",92.9,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","GEO","Georgia","2012","2012",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","GEO","Georgia","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","GEO","Georgia","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","GEO","Georgia","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","GEO","Georgia","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","GEO","Georgia","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","GUY","Guyana","2011","2011",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","KGZ","Kyrgyzstan","2011","2011",,"a","Category not applicable"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","KGZ","Kyrgyzstan","2012","2012",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","KGZ","Kyrgyzstan","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","KGZ","Kyrgyzstan","2016","2016",,"n","Magnitude nil or negligible"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","KGZ","Kyrgyzstan","2017","2017",,"n","Magnitude nil or negligible"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LAO","Lao People's Democratic Republic","2011","2011",,"a","Category not applicable"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LAO","Lao People's Democratic Republic","2012","2012",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LAO","Lao People's Democratic Republic","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LAO","Lao People's Democratic Republic","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LAO","Lao People's Democratic Republic","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LAO","Lao People's Democratic Republic","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LAO","Lao People's Democratic Republic","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LVA","Latvia","2011","2011",50,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LVA","Latvia","2012","2012",72.7,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LVA","Latvia","2013","2013",90,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LVA","Latvia","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LVA","Latvia","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LVA","Latvia","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LVA","Latvia","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","LBN","Lebanon","2011","2011",57.1,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MLT","Malta","2011","2011",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MLT","Malta","2012","2012",,"n","Magnitude nil or negligible"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MLT","Malta","2013","2013",,"n","Magnitude nil or negligible"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MLT","Malta","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MLT","Malta","2015","2015",85.7,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MLT","Malta","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MLT","Malta","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MUS","Mauritius","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MDA","Republic of Moldova","2012","2012",,"a","Category not applicable"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MDA","Republic of Moldova","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MDA","Republic of Moldova","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MDA","Republic of Moldova","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MDA","Republic of Moldova","2016","2016",,"a","Category not applicable"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MDA","Republic of Moldova","2017","2017",,"a","Category not applicable"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAR","Morocco","2011","2011",83.3,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAR","Morocco","2012","2012",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAR","Morocco","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAR","Morocco","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAR","Morocco","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAR","Morocco","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAR","Morocco","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MMR","Myanmar","2014","2014",,"n","Magnitude nil or negligible"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MMR","Myanmar","2015","2015",31.3,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","NER","Niger","2011","2011",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","OMN","Oman","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","OMN","Oman","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PAK","Pakistan","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","PAK","Pakistan","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","ROU","Romania","2011","2011",,"n","Magnitude nil or negligible"
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","ROU","Romania","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","ROU","Romania","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","ROU","Romania","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","ROU","Romania","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SVN","Slovenia","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SVN","Slovenia","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SVN","Slovenia","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","UKR","Ukraine","2011","2011",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","UKR","Ukraine","2012","2012",71.4,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","UKR","Ukraine","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","UKR","Ukraine","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","UKR","Ukraine","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","UKR","Ukraine","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","UKR","Ukraine","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAC","China, Macao Special Administrative Region","2011","2011",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAC","China, Macao Special Administrative Region","2012","2012",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAC","China, Macao Special Administrative Region","2013","2013",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAC","China, Macao Special Administrative Region","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAC","China, Macao Special Administrative Region","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAC","China, Macao Special Administrative Region","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","MAC","China, Macao Special Administrative Region","2017","2017",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SRB","Serbia","2011","2011",58.6,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SRB","Serbia","2012","2012",72.4,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SRB","Serbia","2013","2013",72.2,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SRB","Serbia","2014","2014",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SRB","Serbia","2015","2015",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SRB","Serbia","2016","2016",100,,
"FPFPROD_NADIG","Percentage of national feature films that are shot digitally ","SRB","Serbia","2017","2017",100,,
"220006","Total number of national feature films produced","ABW","Aruba","2011","2011",,"n","Magnitude nil or negligible"
"220006","Total number of national feature films produced","BMU","Bermuda","2011","2011",,"n","Magnitude nil or negligible"
"220006","Total number of national feature films produced","BTN","Bhutan","2011","2011",29,,
"220006","Total number of national feature films produced","SEN","Senegal","2011","2011",5,,
"220006","Total number of national feature films produced","SEN","Senegal","2012","2012",2,,
"220006","Total number of national feature films produced","SEN","Senegal","2013","2013",3,,
"220006","Total number of national feature films produced","SEN","Senegal","2014","2014",3,,
"220006","Total number of national feature films produced","SEN","Senegal","2015","2015",3,,
"220006","Total number of national feature films produced","SEN","Senegal","2016","2016",5,,
"220006","Total number of national feature films produced","SEN","Senegal","2017","2017",2,,
"220006","Total number of national feature films produced","MNE","Montenegro","2011","2011",4,,
"220006","Total number of national feature films produced","MNE","Montenegro","2012","2012",4,,
"220006","Total number of national feature films produced","MNE","Montenegro","2013","2013",3,,
"220006","Total number of national feature films produced","MNE","Montenegro","2014","2014",10,,
"220006","Total number of national feature films produced","MNE","Montenegro","2015","2015",6,,
"220170","Number of national feature films shot digitally","FRA","France","2011","2011",189,,
"220170","Number of national feature films shot digitally","FRA","France","2012","2012",182,,
"220170","Number of national feature films shot digitally","FRA","France","2013","2013",187,,
"220170","Number of national feature films shot digitally","HUN","Hungary","2016","2016",44,,
"220170","Number of national feature films shot digitally","HUN","Hungary","2017","2017",33,,
"220170","Number of national feature films shot digitally","SVK","Slovakia","2011","2011",9,,
"220170","Number of national feature films shot digitally","SVK","Slovakia","2012","2012",16,,
"220170","Number of national feature films shot digitally","SVK","Slovakia","2013","2013",19,,
"220170","Number of national feature films shot digitally","SVK","Slovakia","2014","2014",27,,
"220170","Number of national feature films shot digitally","SVK","Slovakia","2015","2015",25,,
"220170","Number of national feature films shot digitally","SVK","Slovakia","2016","2016",23,,
"220170","Number of national feature films shot digitally","SVK","Slovakia","2017","2017",27,,
"220170","Number of national feature films shot digitally","ARM","Armenia","2011","2011",5,,
"220170","Number of national feature films shot digitally","ARM","Armenia","2012","2012",24,,
"220170","Number of national feature films shot digitally","ARM","Armenia","2013","2013",28,,
"220170","Number of national feature films shot digitally","ARM","Armenia","2014","2014",36,,
"220170","Number of national feature films shot digitally","ARM","Armenia","2015","2015",37,,
"220170","Number of national feature films shot digitally","ARM","Armenia","2016","2016",37,,
"220170","Number of national feature films shot digitally","ARM","Armenia","2017","2017",28,,
"220170","Number of national feature films shot digitally","ABW","Aruba","2011","2011",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","BMU","Bermuda","2011","2011",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","BTN","Bhutan","2011","2011",29,,
"220170","Number of national feature films shot digitally","KHM","Cambodia","2011","2011",13,,
"220170","Number of national feature films shot digitally","KHM","Cambodia","2014","2014",22,,
"220170","Number of national feature films shot digitally","KHM","Cambodia","2015","2015",32,,
"220170","Number of national feature films shot digitally","KHM","Cambodia","2016","2016",38,,
"220170","Number of national feature films shot digitally","KHM","Cambodia","2017","2017",34,,
"220170","Number of national feature films shot digitally","EST","Estonia","2011","2011",6,,
"220170","Number of national feature films shot digitally","EST","Estonia","2012","2012",21,,
"220170","Number of national feature films shot digitally","EST","Estonia","2013","2013",18,,
"220170","Number of national feature films shot digitally","EST","Estonia","2014","2014",19,,
"220170","Number of national feature films shot digitally","EST","Estonia","2015","2015",25,,
"220170","Number of national feature films shot digitally","EST","Estonia","2016","2016",20,,
"220170","Number of national feature films shot digitally","EST","Estonia","2017","2017",18,,
"220170","Number of national feature films shot digitally","GAB","Gabon","2011","2011",10,,
"220170","Number of national feature films shot digitally","GAB","Gabon","2012","2012",10,,
"220170","Number of national feature films shot digitally","GAB","Gabon","2013","2013",9,,
"220170","Number of national feature films shot digitally","GAB","Gabon","2016","2016",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","GAB","Gabon","2017","2017",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","LTU","Lithuania","2011","2011",2,,
"220170","Number of national feature films shot digitally","LTU","Lithuania","2012","2012",6,,
"220170","Number of national feature films shot digitally","LTU","Lithuania","2013","2013",15,,
"220170","Number of national feature films shot digitally","LTU","Lithuania","2014","2014",15,,
"220170","Number of national feature films shot digitally","LTU","Lithuania","2015","2015",9,,
"220170","Number of national feature films shot digitally","LTU","Lithuania","2016","2016",13,,
"220170","Number of national feature films shot digitally","LTU","Lithuania","2017","2017",11,,
"220170","Number of national feature films shot digitally","MLI","Mali","2011","2011",1,,
"220170","Number of national feature films shot digitally","MLI","Mali","2016","2016",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MLI","Mali","2017","2017",1,,
"220170","Number of national feature films shot digitally","PRI","Puerto Rico","2011","2011",10,,
"220170","Number of national feature films shot digitally","PRI","Puerto Rico","2012","2012",8,,
"220170","Number of national feature films shot digitally","PRI","Puerto Rico","2013","2013",6,,
"220170","Number of national feature films shot digitally","PRI","Puerto Rico","2014","2014",4,,
"220170","Number of national feature films shot digitally","PRI","Puerto Rico","2015","2015",3,,
"220170","Number of national feature films shot digitally","SEN","Senegal","2011","2011",5,,
"220170","Number of national feature films shot digitally","SEN","Senegal","2012","2012",2,,
"220170","Number of national feature films shot digitally","SEN","Senegal","2013","2013",3,,
"220170","Number of national feature films shot digitally","SEN","Senegal","2014","2014",3,,
"220170","Number of national feature films shot digitally","SEN","Senegal","2015","2015",3,,
"220170","Number of national feature films shot digitally","SEN","Senegal","2016","2016",5,,
"220170","Number of national feature films shot digitally","SEN","Senegal","2017","2017",2,,
"220170","Number of national feature films shot digitally","ZAF","South Africa","2011","2011",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","ZAF","South Africa","2012","2012",19,,
"220170","Number of national feature films shot digitally","ZAF","South Africa","2013","2013",25,,
"220170","Number of national feature films shot digitally","ZAF","South Africa","2014","2014",23,,
"220170","Number of national feature films shot digitally","ZAF","South Africa","2015","2015",22,,
"220170","Number of national feature films shot digitally","SYR","Syrian Arab Republic","2011","2011",4,,
"220170","Number of national feature films shot digitally","VEN","Venezuela (Bolivarian Republic of)","2011","2011",16,,
"220170","Number of national feature films shot digitally","VEN","Venezuela (Bolivarian Republic of)","2012","2012",13,,
"220170","Number of national feature films shot digitally","VEN","Venezuela (Bolivarian Republic of)","2013","2013",21,,
"220170","Number of national feature films shot digitally","VEN","Venezuela (Bolivarian Republic of)","2016","2016",26,,
"220170","Number of national feature films shot digitally","VEN","Venezuela (Bolivarian Republic of)","2017","2017",16,,
"220170","Number of national feature films shot digitally","MNE","Montenegro","2011","2011",1,,
"220170","Number of national feature films shot digitally","MNE","Montenegro","2012","2012",2,,
"220170","Number of national feature films shot digitally","MNE","Montenegro","2014","2014",10,,
"220170","Number of national feature films shot digitally","MNE","Montenegro","2015","2015",6,,
"220171","Number of national feature films not shot digitally ","CZE","Czechia","2014","2014",2,,
"220171","Number of national feature films not shot digitally ","CZE","Czechia","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","DNK","Denmark","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","HUN","Hungary","2016","2016",6,,
"220171","Number of national feature films not shot digitally ","HUN","Hungary","2017","2017",3,,
"220171","Number of national feature films not shot digitally ","IRL","Ireland","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","IRL","Ireland","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NOR","Norway","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NOR","Norway","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NOR","Norway","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NOR","Norway","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","SVK","Slovakia","2011","2011",3,,
"220171","Number of national feature films not shot digitally ","SVK","Slovakia","2012","2012",5,,
"220171","Number of national feature films not shot digitally ","SVK","Slovakia","2013","2013",1,,
"220171","Number of national feature films not shot digitally ","SVK","Slovakia","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","SVK","Slovakia","2015","2015",1,,
"220171","Number of national feature films not shot digitally ","SVK","Slovakia","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","SVK","Slovakia","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","TUR","Turkey","2012","2012",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","TUR","Turkey","2013","2013",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","TUR","Turkey","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","TUR","Turkey","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","ARM","Armenia","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","ARM","Armenia","2012","2012",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","ARM","Armenia","2013","2013",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","ARM","Armenia","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","ARM","Armenia","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","ARM","Armenia","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","ARM","Armenia","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","ABW","Aruba","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","BMU","Bermuda","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","BTN","Bhutan","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","KHM","Cambodia","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","KHM","Cambodia","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","KHM","Cambodia","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","KHM","Cambodia","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","KHM","Cambodia","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","EGY","Egypt","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","EST","Estonia","2011","2011",5,,
"220171","Number of national feature films not shot digitally ","EST","Estonia","2012","2012",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","EST","Estonia","2013","2013",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","EST","Estonia","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","EST","Estonia","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","EST","Estonia","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","EST","Estonia","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","GAB","Gabon","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","GAB","Gabon","2012","2012",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","GAB","Gabon","2013","2013",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","GAB","Gabon","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","GAB","Gabon","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","IRN","Iran (Islamic Republic of)","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","IRN","Iran (Islamic Republic of)","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","LTU","Lithuania","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","LTU","Lithuania","2012","2012",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","LTU","Lithuania","2013","2013",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","LTU","Lithuania","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","LTU","Lithuania","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","LTU","Lithuania","2016","2016",,"n","Magnitude nil or negligible"
