,book_authors,book_desc,book_edition,book_format,book_isbn,book_pages,book_rating,book_rating_count,book_review_count,book_title,book_genres,image_url,gen_1,gen_2,gen_3,gen_4
11387,Oscar Wilde|لويس عوض,لو أمكنني أن أظل شاباً وتكبر الصورة في عمرها! من أجل هذا -من أجل هذا- سأقدم كل شيء، سأقدم كل شيء، سأقدم روحي مقابل ذلك!حين يرسم باسيل هولوورد صورة دوريان جراي الشاب والوسيم، يرى أنها أهم عمل في حياته. لكنه لا يحزر كم ستكون هذه الصورة مهمة لـ دوريان جراي نفسه، لأنه حين يرى الصورة الشخصية المكتملة، يتمنى أمنية رعيبة بأن يكبر الرجل الشاب الجميل في الصورة أمامه إلى الأبد. ولسوء حظ دوريان، وكل من يعرفه، تتحقق أمنيته -بطريقة رهيبة...يتمتع دوريان جراي بجمال لا يقاوم، ومكانة اجتماعية مرموقة، لكنه مغرور وساذج. عندما رسمه صديقه بازيل هولارد، عبر جراي عن البقاء بنفس رونق وشباب صورته.. تتحقق رغبته..يرتكب جراي الأخطاء، وفي كل مرة يخطئ فيها، تتشوه صورته ويدور عليها التقدم بالعمر بينما يظل هو شاباً مفعماً بالصحة، وتتحول حياته إلى دوامة من الكذب والقتل والحقارة. إنه شخص دمره جماله المفرط. في صورته ينعكس كل الشر والفساد الذي اتاحه له مظهره الجميل والعالم على حد سواء.,الطبعة الأولى,Paperback,,296,4.06,776046,22953,صورة دوريان جراي,Fiction|Classics|Horror|Fantasy,https://images.gr-assets.com/books/1451791466l/28436388.jpg,Fiction,Classics,Horror,Fantasy
28181,Bram Stoker|Frederick Jaeger|Phyllis Logan,"Frederick Jaeger and Phyllis Logan star in this BBC Radio 4 full-cast dramatization of Bram Stoker’s classic horror novel. Summoned to the forbidding heart of the Carpathian mountains in Transylvania, Jonathan Harker journeys to Castle Dracula. There he becomes the unwitting prisoner of a mysterious nobleman whom local legend suggests is Nosferatu, the vampire, a night-stalking beast whose immortality depends on the slaking of his insatiable thirst for human blood. Able to transform himself at will into the shape of a wolf or bat, the evil Count sets sail for England on the scent of new and corruptible flesh. Meanwhile, Harker’s fiancée, Mina, is staying in Whitby when a great storm brings a shipwreck to the town. Suddenly Mina’s friend falls terribly ill. Could her fate be connected to what Harker found in Transylvania? As Count Dracula’s terrible secret is unearthed by the vampire hunter Van Helsing, a breathtaking chase across Europe ensues. . . With specially composed music and sound effects, this terrifying adaptation ably captures the atmosphere of brooding fear and dark eroticism present in Stoker’s original novel.",,Audio CD,9.78141E+12,1page,3.98,776004,19760,Dracula,Classics|Horror|Fiction|Fantasy|Paranormal|Vampires,https://images.gr-assets.com/books/1328766402l/8560221.jpg,Classics,Horror,Fiction,Fantasy
6366,Oscar Wilde,"Basil Hallward es un artista que queda enormemente impresionado por la belleza estética de un joven llamado Dorian Gray y comienza a encapricharse con él, creyendo que esta belleza es la responsable de la nueva forma de su arte. Basil pinta un retrato del joven. Charlando en el jardín de Basil, Dorian conoce a Lord Henry Wotton, un amigo de Basil, y empieza a cautivarse por la visión del mundo de Lord Henry. Exponiendo un nuevo tipo de hedonismo, Lord Henry indica que ""lo único que vale la pena en la vida es la belleza, y la satisfacción de los sentidos"".Al darse cuenta de que un día su belleza se desvanecerá, Dorian desea tener siempre la edad de cuando le pintó en el cuadro Basil. El deseo de Dorian se cumple, mientras él mantiene para siempre la misma apariencia del cuadro, la figura retratada envejece por él. Su búsqueda del placer lo lleva a una serie de actos de libertinaje y perversión; pero el retrato sirve como un recordatorio de los efectos de cada uno de los actos cometidos sobre su alma, con cada pecado la figura se va desfigurando y envejeciendo.",,Paperback,9.78958E+12,306,4.06,775971,22952,El retrato de Dorian Gray,Fiction|Classics|Horror|Fantasy,https://images.gr-assets.com/books/1256086422l/48326.jpg,Fiction,Classics,Horror,Fantasy
19180,Bram Stoker|Suwarni A.S.,"Cover-art design oleh Satya Utama JadiSelama berabad-abad ia memerintah gerombolan serigala, tikus, dan makhluk-makhluk kegelapan yang tak bisa mati. Ia bisa berubah menjadi kelelawar, bayangan, ataupun sinar bulan. Ia merusak orang-orang yang tak bernoga dan menghancurkan mereka yang tak berdaya. Ia datang dalam mimpi dan menyiksa jiwa. Kini ia berniat menguasai dunia dan mengisap darah penghuninya selamanya.Kuangkat tutup peti mati itu, dan apa yang kulihat membuat jiwaku menggigil oleh rasa takut.Count itu terbaring di situ, tapi ia seperti telah mendapatkan kembali separo masa mudanya, karena rambut dan kumisnya yang sudah putih berubah menjadi kelabu kehitaman. Bibirnya berlumuran darah segar yang menetes dari sudut-sudut mulutnya, dan mengalir ke dagu dan lehernya. Makhluk mengerikan itu boleh dikatakan memuntahkan darah. Ia terbaring bagaikan seekor lintah yang keletihan karena kekenyangan. Senyum mengejek yang terbayang di wajahnya yang membengkak itu membuatku amat marah.Inilah makhluk yang sedang kubantu kepindahannya ke London, ke tempat selama berabad-abad yang akan datang ia akan memangsa orang-orang tak berdaya. Kusambar sebuah sekop, lalu kuhantamkan mata sekop ke wajah menjijikkan itu. Waktu itu kulakukan, kepala makhluk itu berpaling dan matanya mengarah tepat kepadaku, membelalak dengan sangat mengerikan. Aku terpaku. Sekop itu terlepas dari tanganku.Yang terakhir kulihat adalah wajah yang bengkak, berlumuran darah, dan dihiasi senyum jahat yang agaknya akan tetap dibawanya sampai ke neraka jahanam",,Paperback,,528,3.98,775938,19757,Dracula,Classics|Horror|Fiction|Fantasy|Paranormal|Vampires,https://images.gr-assets.com/books/1341886138l/1289911.jpg,Classics,Horror,Fiction,Fantasy
17,Oscar Wilde|Jeffrey Eugenides,"﻿Written in his distinctively dazzling manner, Oscar Wilde’s story of a fashionable young man who sells his soul for eternal youth and beauty is the author’s most popular work. The tale of Dorian Gray’s moral disintegration caused a scandal when it ﬁrst appeared in 1890, but though Wilde was attacked for the novel’s corrupting inﬂuence, he responded that there is, in fact, “a terrible moral in Dorian Gray.” Just a few years later, the book and the aesthetic/moral dilemma it presented became issues in the trials occasioned by Wilde’s homosexual liaisons, which resulted in his imprisonment. Of Dorian Gray’s relationship to autobiography, Wilde noted in a letter, “Basil Hallward is what I think I am: Lord Henry what the world thinks me: Dorian what I would like to be—in other ages, perhaps.”",Modern Library Classics,Paperback,9.78038E+12,367,4.06,775701,22938,The Picture of Dorian Gray,Fiction|Classics|Horror|Fantasy|Literature|Gothic|Novels|Literature|19th Century|Classics|Classic Literature|European Literature|British Literature,https://images.gr-assets.com/books/1424596966l/5297.jpg,Fiction,Classics,Horror,Fantasy
34,Bram Stoker|Nina Auerbach|David J. Skal,"You can find an alternative cover edition for this ISBN here and here.A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives. Checklists of both dramatic and film adaptations are included.Criticism collects seven theoretical interpretations of Dracula by Phyllis A. Roth, Carol A. Senf, Franco Moretti, Christopher Craft, Bram Dijkstra, Stephen D. Arata, and Talia Schaffer.A Chronology and a Selected Bibliography are included.",Norton Critical Edition,Paperback,9.78039E+12,488,3.98,775448,19726,Dracula,Classics|Horror|Fiction|Fantasy|Paranormal|Vampires,https://images.gr-assets.com/books/1387151694l/17245.jpg,Classics,Horror,Fiction,Fantasy
31481,Homer|Albert Stanburrough Cook,"By its evocation of a real or imaged heroic age, its contrasts of character and its variety of adventure, above all by its sheer narrative power, the Odyssey has won and preserved its place among the greatest tales in the world. It tells of Odysseus' adventurous wanderings as he returns from the long war at Troy to his home in the Greek island of Ithaca, where his wife Penelope and his son Telemachus have been waiting for him for twenty years. He meets a one-eyed giant, Polyphemus the Cyclops; he visits the underworld; he faces the terrible monsters Scylla and Charybdis; he extricates himself from the charms of Circe and Calypso. After these and numerous other legendary encounters he finally reaches home, where, disguised as a beggar, he begins to plan revenge on the suitors who have for years been besieging Penelope and feasting on his own meat and wine with insolent impunity.",Norton Critical Edition,Paperback,9.78039E+12,414,3.74,767187,9528,The Odyssey,Classics|Fiction|Poetry|Fantasy|Mythology|Fantasy|Academic|School|Literature|Adventure|Academic|Read For School|Historical|Historical Fiction,https://images.gr-assets.com/books/1386919431l/267754.jpg,Classics,Fiction,Poetry,Fantasy
19336,Homer|Όμηρος|Ιωάννης Θ. Κακριδής|Nikos Kazantzakis,.,,Paperback,9.7896E+12,331,3.74,767139,9525,Οδύσσεια,Classics|Fiction|Poetry|Fantasy|Mythology|Fantasy|Academic|School|Literature|Adventure|Academic|Read For School|Historical|Historical Fiction,https://images.gr-assets.com/books/1315907544l/12606518.jpg,Classics,Fiction,Poetry,Fantasy
11957,Homer|E.V. Rieu|Peter Jones|D.C.H. Rieu,"The Odyssey is literature's grandest evocation of everyman's journey through life. It recounts the story of Odysseus' return to Ithaca from the Trojan war and tells how, championed by Athene and hounded by the wrathful sea-god Poseidon, Odysseus encounters the ferocious Cyclops, escapes Scylla and Charybdis and yields temporarily to the lures of Circe and Calypso before he overcomes the trials awaiting him on Ithaca. Only then is he reunited with his faithful wife Penelope, his wanderings at an end.",,Paperback,9.78014E+12,324,3.74,767084,9523,The Odyssey,Classics|Fiction|Poetry|Fantasy|Mythology|Fantasy,https://images.gr-assets.com/books/1465683853l/1384.jpg,Classics,Fiction,Poetry,Fantasy
55,Homer|Robert Fagles|Bernard Knox,"Sing to me of the man, Muse, the man of twists and turnsdriven time and again off course, once he had plunderedthe hallowed heights of Troy.So begins Robert Fagles' magnificent translation of the Odyssey, which Jasper Griffin in The New York Times Review of Books hails as ""a distinguished achievement.""If the Iliad is the world's greatest war epic, then the Odyssey is literature's grandest evocation of everyman's journey though life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces, during his ten-year voyage home to Ithaca after the Trojan War, is at once a timeless human story and an individual test of moral endurance. In the myths and legends that are retold here, Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom, and given us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery.Renowned classicist Bernard Knox's superb Introduction and textual commentary provide new insights and background information for the general reader and scholar alike, intensifying the strength of Fagles' translation.This is an Odyssey to delight both the classicist and the public at large, and to captivate a new generation of Homer's students.--Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, presents us with Homer's best-loved and most accessible poem in a stunning new modern-verse translation.",,Paperback,9.78014E+12,541,3.74,766893,9519,The Odyssey,Classics|Fiction|Poetry|Fantasy|Mythology|Fantasy|Academic|School|Literature|Adventure|Academic|Read For School|Historical|Historical Fiction,https://images.gr-assets.com/books/1390173285l/1381.jpg,Classics,Fiction,Poetry,Fantasy
10356,S.E. Hinton,"Librarian note: See this edition record for the Laurel-Leaf Books/Dell edition that may have been published with ISBN 014240733X.No one ever said life was easy. But Ponyboy is pretty sure that he's got things figured out. He knows that he can count on his brothers, Darry and Sodapop. And he knows that he can count on his friends - true friends who would do anything for him, like Johnny and Two-Bit. And when it comes to the beating up on ""greasers"" like him and his friends - he knows that he can count on them for trouble. But one night someone takes things too far, and Ponyboy's world is turned upside down...~from inside flap",Platinum Edition (US / Canada),Paperback,9.78014E+12,198,4.08,765454,27025,The Outsiders,Classics|Young Adult|Fiction|Academic|School,https://images.gr-assets.com/books/1348668945l/176108.jpg,Classics,Young Adult,Fiction,Academic
53,S.E. Hinton,"Librarian note: This record is for one of the three editions published with different covers and with ISBN 0-140-38572-X / 978-0-14-038572-4. The records are for the 1988 cover (this record), the 1995 cover, and the 2008 cover which is also the current in-print cover.The Outsiders is about two weeks in the life of a 14-year-old boy. The novel tells the story of Ponyboy Curtis and his struggles with right and wrong in a society in which he believes that he is an outsider. According to Ponyboy, there are two kinds of people in the world: greasers and socs. A soc (short for ""social"") has money, can get away with just about anything, and has an attitude longer than a limousine. A greaser, on the other hand, always lives on the outside and needs to watch his back. Ponyboy is a greaser, and he's always been proud of it, even willing to rumble against a gang of socs for the sake of his fellow greasers--until one terrible night when his friend Johnny kills a soc. The murder gets under Ponyboy's skin, causing his bifurcated world to crumble and teaching him that pain feels the same whether a soc or a greaser.",,Mass Market Paperback,,192,4.08,765065,26991,The Outsiders,Classics|Young Adult|Fiction|Academic|School,https://images.gr-assets.com/books/1442129426l/231804.jpg,Classics,Young Adult,Fiction,Academic
47551,Frances Hodgson Burnett,"""One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911. The plot centers round Mary Lennox, a young English girl who returns to England from India, having suffered the immense trauma by losing both her parents in a cholera epidemic. However, her memories of her parents are not pleasant, as they were a selfish, neglectful and pleasure-seeking couple. Mary is given to the care of her uncle Archibald Craven, whom she has never met. She travels to his home, Misselthwaite Manor located in the gloomy Yorkshire, a vast change from the sunny and warm climate she was used to. When she arrives, she is a rude, stubborn and given to stormy temper tantrums. However, her nature undergoes a gradual transformation when she learns of the tragedies that have befallen her strict and disciplinarian uncle whom she earlier feared and despised. Once when he's away from home, Mary discovers a charming walled garden which is always kept locked. The mystery deepens when she hears sounds of sobbing from somewhere within her uncle's vast mansion. The kindly servants ignore her queries or pretend they haven't heard, spiking Mary's curiosity. The Secret Garden appeals to both young and old alike. It has wonderful elements of mystery, spirituality, charming characters and an authentic rendering of childhood emotions and experiences. Commonsense, truth and kindness, compassion and a belief in the essential goodness of human beings lie at the heart of this unforgettable story. It is the best known of Frances Hodgson Burnett's works, though most of us have definitely heard of, if not read, her other novel Little Lord Fauntleroy. The book has been adapted extensively on stage, film and television and translated into all the world's major languages. In 1991, a Japanese anime version was launched for television in Japan. It remains a popular and beloved story of a child's journey into maturity, and a must-read for every child, parent, teacher and anyone who would enjoy this fascinating glimpse of childhood. One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911."" ",,Kindle Edition,,308,4.12,764408,14918,The Secret Garden,Classics|Fiction|Childrens|Young Adult,https://images.gr-assets.com/books/1330417330l/13503352.jpg,Classics,Fiction,Childrens,Young Adult
24046,Frances Hodgson Burnett|Sandra M. Gilbert,"This timeless classic is a poignant tale of Mary, a lonely orphaned girl sent to a Yorkshire mansion at the edge of a vast lonely moor. At first, she is frightened by this gloomy place until she meets a local boy, Dickon, who's earned the trust of the moor's wild animals, the invalid Colin, an unhappy boy terrified of life, and a mysterious, abandoned garden...",,Paperback,9.78045E+12,281,4.12,764260,14908,The Secret Garden,Classics|Fiction|Childrens|Young Adult,https://images.gr-assets.com/books/1386924735l/3003.jpg,Classics,Fiction,Childrens,Young Adult
39,Frances Hodgson Burnett,"""One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911. The plot centers round Mary Lennox, a young English girl who returns to England from India, having suffered the immense trauma by losing both her parents in a cholera epidemic. However, her memories of her parents are not pleasant, as they were a selfish, neglectful and pleasure-seeking couple. Mary is given to the care of her uncle Archibald Craven, whom she has never met. She travels to his home, Misselthwaite Manor located in the gloomy Yorkshire, a vast change from the sunny and warm climate she was used to. When she arrives, she is a rude, stubborn and given to stormy temper tantrums. However, her nature undergoes a gradual transformation when she learns of the tragedies that have befallen her strict and disciplinarian uncle whom she earlier feared and despised. Once when he's away from home, Mary discovers a charming walled garden which is always kept locked. The mystery deepens when she hears sounds of sobbing from somewhere within her uncle's vast mansion. The kindly servants ignore her queries or pretend they haven't heard, spiking Mary's curiosity. The Secret Garden appeals to both young and old alike. It has wonderful elements of mystery, spirituality, charming characters and an authentic rendering of childhood emotions and experiences. Commonsense, truth and kindness, compassion and a belief in the essential goodness of human beings lie at the heart of this unforgettable story. It is the best known of Frances Hodgson Burnett's works, though most of us have definitely heard of, if not read, her other novel Little Lord Fauntleroy. The book has been adapted extensively on stage, film and television and translated into all the world's major languages. In 1991, a Japanese anime version was launched for television in Japan. It remains a popular and beloved story of a child's journey into maturity, and a must-read for every child, parent, teacher and anyone who would enjoy this fascinating glimpse of childhood. One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911."" ",,Hardcover,9.78052E+12,331,4.12,763910,14897,The Secret Garden,Classics|Fiction|Childrens|Young Adult|Historical|Historical Fiction|Childrens|Middle Grade|Literature|Fantasy|Historical|Novels,https://images.gr-assets.com/books/1327873635l/2998.jpg,Classics,Fiction,Childrens,Young Adult
37901,Jon Krakauer,"What would possess a gifted young man recently graduated from college to literally walk away from his life? Noted outdoor writer and mountaineer Jon Krakauer tackles that question in his reporting on Chris McCandless, whose emaciated body was found in an abandoned bus in the Alaskan wilderness in 1992. Described by friends and relatives as smart, literate, compassionate and funny, did McCandless simply read too much Thoreau and Jack London and lose sight of the dangers of heading into the wilderness alone? Krakauer, whose own adventures have taken him to the perilous heights of Everest, provides some answers by exploring the pull the outdoors, seductive yet often dangerous, has had on his own life.",,Mass Market Paperback,9.78033E+12,205,3.96,748877,18935,Into The Wild,Nonfiction|Biography|Adventure|Travel,https://images.gr-assets.com/books/1327249090l/1390754.jpg,Nonfiction,Biography,Adventure,Travel
28012,Jon Krakauer,"Toujours plus loin. Toujours plus au nord. Toujours plus seul. Inspiré par ses lectures de Tolstoï et de Thoreau, Christopher McCandless a tout sacrifié à son idéal de pureté et de nature. En 1990, une fois son diplôme universitaire en poche, il offre ses économies à une association caritative et part, sans un adieu, vers son destin. Celui-ci s'achèvera tragiquement au coeur des forêts de l'Alaska... Jon Krakauer évoque aussi à travers cette échappée belle ceux qui, un jour, ont cherché à quitter la civilisation et à dépasser leurs limites. Magistralement porté à l'écran par Sean Penn, lnto the Wild s'inscrit dans la grande tradition du road-movie tragique et lumineux, une histoire aux échos universels.",,Paperback,9.78226E+12,284,3.96,748792,18934,Into the Wild,Nonfiction|Biography|Adventure|Travel,https://images.gr-assets.com/books/1338977725l/3423443.jpg,Nonfiction,Biography,Adventure,Travel
277,Jon Krakauer,"Librarian's Note: An alternate cover edition can be found hereIn April 1992 a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, a party of moose hunters found his decomposed body. How McCandless came to die is the unforgettable story of Into the Wild.Immediately after graduating from college in 1991, McCandless had roamed through the West and Southwest on a vision quest like those made by his heroes Jack London and John Muir. In the Mojave Desert he abandoned his car, stripped it of its license plates, and burned all of his cash. He would give himself a new name, Alexander Supertramp, and, unencumbered by money and belongings, he would be free to wallow in the raw, unfiltered experiences that nature presented. Craving a blank spot on the map, McCandless simply threw away the maps. Leaving behind his desperate parents and sister, he vanished into the wild.",,Paperback,9.78039E+12,207,3.96,748397,18920,Into the Wild,Nonfiction|Biography|Adventure|Travel,https://images.gr-assets.com/books/1403173986l/1845.jpg,Nonfiction,Biography,Adventure,Travel
44289,Jeannette Walls,"A tender, moving tale of unconditional love in a family that, despite its profound flaws, gave the author the fiery determination to carve out a successful life on her own terms.Jeannette Walls grew up with parents whose ideals and stubborn nonconformity were both their curse and their salvation. Rex and Rose Mary Walls had four children. In the beginning, they lived like nomads, moving among Southwest desert towns, camping in the mountains. Rex was a charismatic, brilliant man who, when sober, captured his children's imagination, teaching them physics, geology, and above all, how to embrace life fearlessly. Rose Mary, who painted and wrote and couldn't stand the responsibility of providing for her family, called herself an ""excitement addict."" Cooking a meal that would be consumed in fifteen minutes had no appeal when she could make a painting that might last forever. Later, when the money ran out, or the romance of the wandering life faded, the Walls retreated to the dismal West Virginia mining town -- and the family -- Rex Walls had done everything he could to escape. He drank. He stole the grocery money and disappeared for days. As the dysfunction of the family escalated, Jeannette and her brother and sisters had to fend for themselves, supporting one another as they weathered their parents' betrayals and, finally, found the resources and will to leave home. What is so astonishing about Jeannette Walls is not just that she had the guts and tenacity and intelligence to get out, but that she describes her parents with such deep affection and generosity. Hers is a story of triumph against all odds, but also a tender, moving tale of unconditional love in a family that despite its profound flaws gave her the fiery determination to carve out a successful life on her own terms. For two decades, Jeannette Walls hid her roots. Now she tells her own story.",Unabridged,Audio CD,9.78144E+12,11,4.25,743540,46245,The Glass Castle,Nonfiction|Autobiography|Memoir|Biography,https://images.gr-assets.com/books/1349059009l/8680389.jpg,Nonfiction,Autobiography,Memoir,Biography
11252,Jeannette Walls,"An alternate cover for this Kindle ASIN can be found here.Jeannette Walls grew up with parents whose ideals and stubborn nonconformity were both their curse and their salvation. Rex and Rose Mary Walls had four children. In the beginning, they lived like nomads, moving among Southwest desert towns, camping in the mountains. Rex was a charismatic, brilliant man who, when sober, captured his children's imagination, teaching them physics, geology, and above all, how to embrace life fearlessly. Rose Mary, who painted and wrote and couldn't stand the responsibility of providing for her family, called herself an ""excitement addict"". Cooking a meal that would be consumed in fifteen minutes had no appeal when she could make a painting that might last forever.  Later, when the money ran out, or the romance of the wandering life faded, the Walls retreated to the dismal West Virginia mining town -- and the family -- Rex Walls had done everything he could to escape. He drank. He stole the grocery money and disappeared for days. As the dysfunction of the family escalated, Jeannette and her brother and sisters had to fend for themselves, supporting one another as they weathered their parents' betrayals and, finally, found the resources and will to leave home.  What is so astonishing about Jeannette Walls is not just that she had the guts and tenacity and intelligence to get out, but that she describes her parents with such deep affection and generosity. Hers is a story of triumph against all odds, but also a tender, moving tale of unconditional love in a family that despite its profound flaws gave her the fiery determination to carve out a successful life on her own terms.  For two decades, Jeannette Walls hid her roots. Now she tells her own story. A regular contributor to MSNBC.com, she lives in New York and Long Island and is married to the writer John Taylor.",,Kindle Edition,,353,4.25,743206,46234,The Glass Castle,Nonfiction|Autobiography|Memoir|Biography,https://images.gr-assets.com/books/1338870951l/6502958.jpg,Nonfiction,Autobiography,Memoir,Biography
985,Jeannette Walls,"A tender, moving tale of unconditional love in a family that, despite its profound flaws, gave the author the fiery determination to carve out a successful life on her own terms.Jeannette Walls grew up with parents whose ideals and stubborn nonconformity were both their curse and their salvation. Rex and Rose Mary Walls had four children. In the beginning, they lived like nomads, moving among Southwest desert towns, camping in the mountains. Rex was a charismatic, brilliant man who, when sober, captured his children's imagination, teaching them physics, geology, and above all, how to embrace life fearlessly. Rose Mary, who painted and wrote and couldn't stand the responsibility of providing for her family, called herself an ""excitement addict."" Cooking a meal that would be consumed in fifteen minutes had no appeal when she could make a painting that might last forever. Later, when the money ran out, or the romance of the wandering life faded, the Walls retreated to the dismal West Virginia mining town -- and the family -- Rex Walls had done everything he could to escape. He drank. He stole the grocery money and disappeared for days. As the dysfunction of the family escalated, Jeannette and her brother and sisters had to fend for themselves, supporting one another as they weathered their parents' betrayals and, finally, found the resources and will to leave home. What is so astonishing about Jeannette Walls is not just that she had the guts and tenacity and intelligence to get out, but that she describes her parents with such deep affection and generosity. Hers is a story of triumph against all odds, but also a tender, moving tale of unconditional love in a family that despite its profound flaws gave her the fiery determination to carve out a successful life on her own terms. For two decades, Jeannette Walls hid her roots. Now she tells her own story.",,Paperback,9.78074E+12,288,4.25,742920,46222,The Glass Castle,Nonfiction|Autobiography|Memoir|Biography,https://images.gr-assets.com/books/1523542886l/7445.jpg,Nonfiction,Autobiography,Memoir,Biography
19016,Walter Isaacson,"Steve Jobs - audiokniha Waltera Isaacsona, autora známých životopisů Benjamina Franklina a Alberta Einsteina, je exkluzivním životopisem Steva Jobse, zakladatele Applu, sepsaným s jeho pomocí a podporou. Audioknihu předčítá Martin Stránský.Na podkladě více než čtyřiceti rozhovorů s Jobsem provedených v průběhu dvou let - a stejně tak interview s více než stovkou členů jeho rodiny, přátel, konkurentů, soupeřů i kolegů - pojednává tato kniha o životě plném vrcholů i propastí a o pronikavě intenzivní osobnosti tvořivého podnikatele, jehož vášeň pro dokonalost a železné odhodlání zcela převrátilo šest odvětví lidské činnosti: osobní počítače, kreslené filmy, hudbu, telefony, počítačové tablety a digitální tisk. V době, kdy se společnosti po celém světě snaží vybudovat ekonomiku digitálního věku, stojí Jobs v popředí jako nejvyšší ikona v oboru vynalézání nových věcí a představivosti uvedené do praxe. Věděl, že nejlepší způsob, jak vytvořit v 21. století nějaké hodnoty, je ve spojení kreativity a technologie, takže vybudoval firmu, kde jsou převratné nápady kombinovány s pozoruhodnými technickými počiny. Ačkoli Jobs na tomto životopisu spolupracoval, nesnažil se o žádnou kontrolu toho, co už bylo napsáno, ani nechtěl mít právo přečíst si knihu předtím, než bude vydána. „Udělal jsem hodně věcí, na něž nejsem pyšný, jako když jsem dostal svou přítelkyni ve 23 letech do jiného stavu a jak jsem se s tím vypořádal,“ přiznal se. „Ale nemám ve skříni žádné kostlivce, kteří by nesměli ven.“ Jobs mluvil otevřeně, občas dokonce krutě o lidech, s nimiž pracoval či proti nimž vystupoval. A podobně si i jeho přátelé, nepřátelé a kolegové vytvořili nepřikrášlený pohled na vášně, démony, perfekcionismus, touhy, dovednost, ďábelskost a posedlost pro vedení, které tvarovaly jeho přístup k podnikání i k novátorským výrobkům, jež byly toho všeho důsledkem.Jobs doháněl lidi kolem sebe k zuřivosti a zoufalství. Ale jeho osobnost a výrobky se tak vhodně doplňovaly, stejně jako se o to snažil u hardwaru a softwaru Applu, jako by to byla součást jakéhosi integrovaného systému. Jeho příběh je proto jak poučný, tak varující, plný lekcí o novátorství, charakteru, vůdcovství a hodnotách.",,Audiobook,,,4.11,736438,16319,Steve Jobs,Biography|Nonfiction|Business,https://images.gr-assets.com/books/1375450808l/18276891.jpg,Biography,Nonfiction,Business,
1434,Walter Isaacson,"From best-selling author Walter Isaacson comes the landmark biography of Apple co-founder Steve Jobs.In Steve Jobs: The Exclusive Biography, Isaacson provides an extraordinary account of Jobs' professional and personal life. Drawn from three years of exclusive and unprecedented interviews Isaacson has conducted with Jobs as well as extensive interviews with Jobs' family members and key colleagues from Apple and its competitors, Steve Jobs: The Exclusive Biography is the definitive portrait of the greatest innovator of his generation.",,Hardcover,9.78145E+12,656,4.11,735707,16312,Steve Jobs,Biography|Nonfiction|Business,https://images.gr-assets.com/books/1511288482l/11084145.jpg,Biography,Nonfiction,Business,
30060,John Green,Paper towns,,Paperback,9.78938E+12,,3.85,734369,45450,PAPER TOWNS,Young Adult|Contemporary|Fiction|Romance,https://images.gr-assets.com/books/1443780455l/26851321.jpg,Young Adult,Contemporary,Fiction,Romance
29815,John Green|Джон Грин,"Главный герой - выпускник школы Кью Джейкобсен. С детских лет он тайно влюблен в свою характерную сверстницу, соседку Марго Рот Шпигельман.Вот уже больше пятнадцати лет он восхищается ее красотой, идеальным набором качеств и ждет, когда же наступит не менее красивый и идеальный момент для признания.Роман охватывает две поры взросления героев: детство, где они дружат.Юность - где они даже не принадлежат к одному социальному кругу. Марго пользуется большой популярностью, в то время как Кью становится обычным мальчишкой с одним единственным увлечением - Марго.Но однажды ночью Марго влезает в окно его спальни и приглашает принять участие в «карательной операции» против ее обидчиков, и, конечно, Кью соглашается – момент настал.Но, придя в школу после их ночного приключения, Кью узнает, что Марго исчезла, оставив таинственные послания, которые он должен разгадать, еслихочет найти ее.И Кью бросается в отчаянную погоню.",,Paperback,,336,3.85,734363,45450,Бумажные Города,Young Adult|Contemporary|Fiction|Romance,https://images.gr-assets.com/books/1375979069l/18301886.jpg,Young Adult,Contemporary,Fiction,Romance
